Source,Species,Latitud,Longitud,Date,Location,State/Islands
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°0.017′ N,"66°26.115′ W,",13 Mar. 2013,Santa Isabel,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°0.017′ N,"66°26.115′ W,",15 Mar. 2013,Santa Isabel,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°0.017′ N,"66°26.115′ W,",24 Apr. 2013,Santa Isabel,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°0.017′ N,"66°26.115′ W,",26 Apr. 2013,Santa Isabel,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) enatum,17°58.632′ N,66°23.096′ W,29 Jan. 2013,Santa Isabel,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) enatum,17°58.632′ N,66°23.096′ W,12 Mar. 2013,Santa Isabel,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) enatum,17°58.632′ N,66°23.096′ W,23 Apr. 2013,Santa Isabel,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°00.017′ N,66°26.863′ W,15 Mar. 2013,Santa Isabel,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°00.017′ N,66°26.863′ W,26 Apr. 2013,Santa Isabel,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) enatum,17°58.547′ N,66°25.063′ W,22 Jan. 2013,Santa Isabel,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) enatum,17°58.547′ N,66°25.063′ W,28 Jan. 2013,Santa Isabel,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) enatum,17°58.547′ N,66°25.063′ W,13 Mar. 2013,Santa Isabel,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) enatum,17°58.547′ N,66°25.063′ W,15 Mar. 2013,Santa Isabel,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) enatum,17°58.547′ N,66°25.063′ W,26 Apr. 2013,Santa Isabel,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) enatum,17°58.547′ N,66°25.063′ W,2 May 2013,Santa Isabel,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) enatum,17°59.496′ N,66°26.582′ W,22 Jan. 2013,Santa Isabel,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) enatum,17°59.496′ N,66°26.582′ W,13 Mar. 2013,Santa Isabel,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) enatum,17°59.496′ N,66°26.582′ W,15 Mar. 2013,Santa Isabel,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) enatum,17°59.496′ N,66°26.582′ W,24 Apr. 2013,Santa Isabel,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) enatum,17°59.496′ N,66°26.582′ W,26 Apr. 2013,Santa Isabel,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) enatum,17°96.48' N,66°40.33' W,7 May 1985,Santa Isabel,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°47.33' N,66°93.69' W,30 May 2006,Quebradillas,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°01.830′ N,66°53.042′ W,23 May- 20 Jun 2014,Yauco,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°01.830′ N,66°53.042′ W,20 Jun.–18 Jul. 2014,Yauco,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°07.996′ N,66°49.002′ W,10 jun 2014,Yauco,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°08.371′ N,66°49.230′ W,4 jun 2014,Yauco,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) enatum,17°72.75' N,64°73.83' W,13 jun 1917,St. Croix,US Virgin Islands
J.Gibb 2018,Lasioglossum (Dialictus) enatum,17°42.397′ N,64°50.022′ W,19 Mar. 2013,Southwest,US Virgin Islands
J.Gibb 2018,Lasioglossum (Dialictus) enatum,17°42.397′ N,64°50.022′ W,19 Mar. 2013,Southwest,US Virgin Islands
J.Gibb 2018,Lasioglossum (Dialictus) enatum,17°68.96' N,64°85.71' W,9 Mar. 1935,Southwest,US Virgin Islands
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°33.81' N,64°89.63' W,31 May 1917,St. Thomas,US Virgin Islands
J.Gibb 2018,Lasioglossum (Dialictus) enatum,17°76.97' N,64°77.76' W,3 jun 1917,Northside,US Virgin Islands
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°47.53' N,64°56.96' W,2–3 Oct. 2007,Guana Island,British Virgin Islands
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°47.53' N,64°56.96' W,20 oct 2007,Guana Island,British Virgin Islands
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°47.53' N,64°56.96' W,9 oct 2007,Guana Island,British Virgin Islands
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°47.53' N,64°56.96' W,10 oct 2007,Guana Island,British Virgin Islands
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°47.53' N,64°56.96' W,22 oct 2006,Guana Island,British Virgin Islands
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°47.53' N,64°56.96' W,3 oct 2009,Guana Island,British Virgin Islands
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°47.53' N,64°56.96' W,6 oct 2009,Guana Island,British Virgin Islands
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°47.53' N,64°56.96' W,8 oct 2009,Guana Island,British Virgin Islands
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°47.53' N,64°56.96' W,9 oct 2009,Guana Island,British Virgin Islands
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°47.53' N,64°56.96' W,10 oct 2009,Guana Island,British Virgin Islands
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°47.53' N,64°56.96' W,15 oct 2009,Guana Island,British Virgin Islands
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°47.53' N,64°56.96' W,5 oct 1991,Guana Island,British Virgin Islands
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°47.53' N,64°56.96' W,7 oct 1992,Guana Island,British Virgin Islands
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°47.53' N,64°56.96' W,11 oct 1992,Guana Island,British Virgin Islands
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°47.53' N,64°56.96' W,15 oct 1991,Guana Island,British Virgin Islands
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°47.53' N,64°56.96' W,19 oct 1991,Guana Island,British Virgin Islands
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°47.53' N,64°56.96' W,21 oct 1991,Guana Island,British Virgin Islands
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°47.53' N,64°56.96' W,22 oct 1991,Guana Island,British Virgin Islands
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°47.53' N,64°56.96' W,26–27 Oct. 1992,Guana Island,British Virgin Islands
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°47.53' N,64°56.96' W,9 jul 1993,Guana Island,British Virgin Islands
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°47.53' N,64°56.96' W,8 oct 1992,Guana Island,British Virgin Islands
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°47.53' N,64°56.96' W,9 oct 1992,Guana Island,British Virgin Islands
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°47.53' N,64°56.96' W,28 oct 1992,Guana Island,British Virgin Islands
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°47.53' N,64°56.96' W,4 oct 2009,Guana Island,British Virgin Islands
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°47.53' N,64°56.96' W,27 jun 1993,Guana Island,British Virgin Islands
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°47.53' N,64°56.96' W,28 jun 1993,Guana Island,British Virgin Islands
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°47.53' N,64°56.96' W,25 oct 1992,Guana Island,British Virgin Islands
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°47.53' N,64°56.96' W,31 oct 1992,Guana Island,British Virgin Islands
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°47.53' N,64°56.96' W,1 nov 2006,Guana Island,British Virgin Islands
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°47.53' N,64°56.96' W,28 jun 1993,Guana Island,British Virgin Islands
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°47.53' N,64°56.96' W,4 jul 1993,Guana Island,British Virgin Islands
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°47.53' N,64°56.96' W,29 jun 1993,Guana Island,British Virgin Islands
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°47.53' N,64°56.96' W,30 jun 1993,Guana Island,British Virgin Islands
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°47.53' N,64°56.96' W,2 jul 1993,Guana Island,British Virgin Islands
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°47.53' N,64°56.96' W,4 jul 1993,Guana Island,British Virgin Islands
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°47.53' N,64°56.96' W,5 jul 1993,Guana Island,British Virgin Islands
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°47.53' N,64°56.96' W,9 jul 1993,Guana Island,British Virgin Islands
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°47.53' N,64°56.96' W,10 oct 1992,Guana Island,British Virgin Islands
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°47.53' N,64°56.96' W,13–17 Oct. 1992,Guana Island,British Virgin Islands
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°47.53' N,64°56.96' W,14 oct 1992,Guana Island,British Virgin Islands
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°47.53' N,64°56.96' W,16 oct 1992,Guana Island,British Virgin Islands
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°47.53' N,64°56.96' W,30 oct 1992,Guana Island,British Virgin Islands
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°52.68' N,64°35.86' W,21 jul 1987,Necker Island,British Virgin Islands
J.Gibb 2019,Lasioglossum (Dialictus) enatum,18°52.68' N,64°35.86' W,11 oct 2003,Necker Island,British Virgin Islands
J.Gibb 2018,Lasioglossum (Dialictus) enatum,18°49.39' N,64°40.23' W,22 jul 1998,Virgin Gorda,British Virgin Islands
J.Gibb 2018,Lasioglossum (Dialictus) monense,18°03.52' N,67°52.06' W,18 May 2008,Mona,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) monense,18°08.29' N,67°89.27' W,13-16 Nov. 2000,Mona,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) monense,18°08.29' N,67°89.27' W,22 nov 2007,Mona,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) monense,18°08.29' N,67°89.27' W,11 nov 1992,Mona,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) ferrerii,22°81.59' N,82°75.90' W,24 nov 1960,Artemisa,Cuba
J.Gibb 2018,Lasioglossum (Dialictus) ferrerii,21°84.05' N,78°75.90' W,13 oct 1928,Ciego Del Avila,Cuba
J.Gibb 2018,Lasioglossum (Dialictus) ferrerii,22°41.34' N,83°68.80' W,12–23 Sep. 1913,Pinar del Rio,Cuba
J.Gibb 2018,Lasioglossum (Dialictus) ferrerii,22°16.00' N,80°44.38' W,NA,Cienfuegos,Cuba
J.Gibb 2018,Lasioglossum (Dialictus) ferrerii,23°11.36' N,82°36.66' W,NA,Havana,Cuba
J.Gibb 2018,Lasioglossum (Dialictus) ferrerii,18°15.51' N,65°82.04' W,11 May 1985,Humacao,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) ferrerii,18°58.50' N,68°62.01' W,11 May 1985,La Altagracia,Dominican Republic
J.Gibb 2018,Lasioglossum (Dialictus) ferrerii,19°21.53' N,70°52.05' W,17 jul 1986,La Vega,Dominican Republic
J.Gibb 2018,Lasioglossum (Dialictus) ferrerii,19°78.08' N,70°68.71' W,20 jul 1986,Puerto Plata,Dominican Republic
J.Gibb 2018,Lasioglossum (Dialictus) ferrerii,19°78.08' N,70°68.71' W,23 jul 1986,Puerto Plata,Dominican Republic
J.Gibb 2018,Lasioglossum (Dialictus) ferrerii,19°78.08' N,70°68.71' W,24 jul 1986,Puerto Plata,Dominican Republic
J.Gibb 2018,Lasioglossum (Dialictus) ferrerii,18°49.57' N,72°47.32' W,30 nov 1929,Ouest,Haiti
J.Gibb 2018,Lasioglossum (Dialictus) ferrerii,18°08.44' N,76°41.00' W,1 Mar. 1907,Portland,Jamaica
J.Gibb 2018,Lasioglossum (Dialictus) ferrerii,18°03.64' N,77°05.64' W,18 Feb. 1973,St. Catherine,Jamaica
J.Gibb 2018,Lasioglossum (Dialictus) ferrerii,18°03.64' N,77°05.64' W,12 May 1969,St. Catherine,Jamaica
J.Gibb 2018,Lasioglossum (Dialictus) ferrerii,18°03.64' N,77°05.64' W,18–25 Feb. 1970,St. Catherine,Jamaica
J.Gibb 2018,Lasioglossum (Dialictus) ferrerii,18°42.74' N,67°15.41' W,4 Jan 1948,Aguadilla,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) ferrerii,18°44.42' N,66°64.64' W,19 Jan 1933,Arecibo,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) ferrerii,18°38.94' N,66°16.53' W,Jan 1899,Bayamon,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) ferrerii,17°97.25' N,66°90.86' W,Dec 1981,Guánica,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) ferrerii,18°03.73' N,66°79.63' W,8 jun 2007,Guayanilla,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) ferrerii,18°04.79' N,67°06.13' W,20 Jan 1954,Lajas,Puerto Rico
J.Gibb 2019,Lasioglossum (Dialictus) ferrerii,18°04.78' N,67°05.90' W,Mar. 2008,Lajas,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) ferrerii,18°42.06' N,65°89.50' W,28 jun 1986,Loiza,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) ferrerii,18°37.10' N,65°71.62' W,9 May 1985,Luquillo,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) ferrerii,18°36.88' N,65°71.32' W,10 May 1985,Luquillo,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) ferrerii,18°36.97' N,65°71.90' W,14 May 1985,Luquillo,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) ferrerii,18°42.69' N,66°49.27' W,27-29 Jun 1915,Manati,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) ferrerii,18°19.67' N,67°13.41' W,Jan 1899,Mayagüez,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) ferrerii,18°21.43' N,67°13.75' W,15 nov 1981,Mayagüez,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) ferrerii,18°44.20' N,66°07.43' W,Apr 1926,San Juan,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) ferrerii,18°44.28' N,66°07.05' W,23 May 1926,San Juan,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) ferrerii,17°59.705′ N,66°25.063′ W,13 Mar 2013,Santa Isabel,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) ferrerii,17°58.632′ N,66°23.096′ W,23 Apr. 2013,Santa Isabel,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) ferrerii,17°59.496′ N,66°26.582′ W,26 Apr. 2013,Santa Isabel,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) ferrerii,18°44.34' N,66°25.49' W,1 Aug 1985,Toa Baja,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) ferrerii,18°01.830′ N,66°53.042′ W,23 May - 20 Jun 2014,Yauco,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) genaroi,18°08.371′ N,66°49.230′ W,20 Jun - 18 Jul 2014,Yauco,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) genaroi,18°07.4616′ N,66°38.2638′ W,2 nov 1992,Ponce,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) genaroi,18°07.4616′ N,66°38.2638′ W,10 Feb.–10 Mar. 2015,Ponce,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) genaroi,18°07.4616′ N,66°38.2638′ W,10 Mar.–7 Apr. 2015,Ponce,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) genaroi,18°07.4616′ N,66°38.2638′ W,17 Jun.–15 Jul. 2014,Ponce,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) genaroi,18°07.4616′ N,66°38.2638′ W,15 Jul.–12 Aug. 2014,Ponce,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) genaroi,18°07.4616′ N,66°38.2638′ W,9 Sep.–7 Oct. 2014,Ponce,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) genaroi,18°07.4616′ N,66°38.2638′ W,2 Dec. 2014–13 Jan. 2015,Ponce,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) genaroi,18°07.4616′ N,66°38.2638′ W,10 Feb.–10 Mar,Ponce,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) genaroi,18°07.4616′ N,66°38.2638′ W,17 Jun.–15 Jul. 2014,Ponce,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) genaroi,18°07.4616′ N,66°38.2638′ W,15 Jul.–12 Aug. 2014,Ponce,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) genaroi,18°07.4616′ N,66°38.2638′ W,12 Aug.–9 Sep. 2014,Ponce,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) genaroi,18°07.4616′ N,66°38.2638′ W,9 Sep.–7 Oct. 2014,Ponce,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) genaroi,18°07.4616′ N,66°38.2638′ W,7 Oct.–4 Nov. 2014,Ponce,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) genaroi,18°07.4616′ N,66°38.2638′ W,17 Jun.–15 Jul. 2014,Ponce,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) genaroi,18°07.4616′ N,66°38.2638′ W,12 Aug.–9 Sep. 2014,Ponce,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) genaroi,18°07.4616′ N,66°38.2638′ W,7 Oct.–4 Nov. 2014,Ponce,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) genaroi,18°07.4628′ N,66°38.1882′ W,10 Feb.– 10 Mar 2014,Ponce,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) genaroi,18°07.4628′ N,66°38.1882′ W,"7 Apr.–7 May
2014",Ponce,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) genaroi,18°07.447′ N,66°38.230′ W,17 Jun.–16 Jul. 2014,Ponce,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) genaroi,18°07.4628′ N,66°38.1882′ W,17 Jun.–16 Jul. 2014,Ponce,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) genaroi,18°07.4628′ N,66°38.1882′ W,2 Dec. 2014– 13 Jan. 2015,Ponce,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) genaroi,18°08.371′ N,66°49.230′ W,10 jun 2014,Yauco,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) genaroi,18°07.996′ N,66°49.002′ W,15 Aug.–12 Sep. 2014,Yauco,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) genaroi,18°07.724′ N,66°53.386′ W,20 Jun.–18 Jul. 2014,Yauco,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) genaroi,18°08.371′ N,66°49.230′ W,15 Jan.–12 Feb. 2015,Yauco,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) genaroi,18°08.371′ N,66°49.230′ W,12 Feb.–12 Mar. 2015,Yauco,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) gundlachii,22°81.68' N,82°75.98' W,5–13 Sep. 1913,Artemisa,Cuba
J.Gibb 2018,Lasioglossum (Dialictus) gundlachii,22°81.56' N,82°75.52' W,jul 1955,Artemisa,Cuba
J.Gibb 2018,Lasioglossum (Dialictus) gundlachii,22°15.26' N,80°43.04' W,Dec. 1967,Cienfuegos,Cuba
J.Gibb 2018,Lasioglossum (Dialictus) gundlachii,20°13.55' N,75°20.57' W,May 1998,Guantanamo,Cuba
J.Gibb 2018,Lasioglossum (Dialictus) gundlachii,19°89.93' N,75°11.93' W,5 May 2010,Guantanamo,Cuba
J.Gibb 2018,Lasioglossum (Dialictus) gundlachii,19°91.66' N,75°14.08' W,6 May 2010,Guantanamo,Cuba
J.Gibb 2018,Lasioglossum (Dialictus) gundlachii,19°91.26' N,75°21.18' W,14 jun 2011,Guantanamo,Cuba
J.Gibb 2018,Lasioglossum (Dialictus) gundlachii,23°11.38' N,82°35.81' W,NA,Havana,Cuba
J.Gibb 2018,Lasioglossum (Dialictus) gundlachii,23°09.62' N,82°32.76' W,NA,Havana,Cuba
J.Gibb 2018,Lasioglossum (Dialictus) gundlachii,23°03.84' N,81°58.08' W,NA,Matanzas,Cuba
J.Gibb 2018,Lasioglossum (Dialictus) gundlachii,22°42.36' N,83°69.59' W,11 Sep. 1913,Pinar del Rio,Cuba
J.Gibb 2018,Lasioglossum (Dialictus) gundlachii,22°42.20' N,83°70.21' W,24–26 Sep. 1913,Pinar del Rio,Cuba
J.Gibb 2018,Lasioglossum (Dialictus) gundlachii,22°42.82' N,83°69.54' W,9–24 Sep. 1913,Pinar del Rio,Cuba
J.Gibb 2018,Lasioglossum (Dialictus) gundlachii,22°42.07' N,83°69.67' W,nov 1955,Pinar del Rio,Cuba
J.Gibb 2018,Lasioglossum (Dialictus) gundlachii,22°42.90' N,83°69.41' W,16–22 Sep. 1913,Pinar del Rio,Cuba
J.Gibb 2018,Lasioglossum (Dialictus) gundlachii,22°42.32' N,83°69.13' W,16–22 Sep,Pinar del Rio,Cuba
J.Gibb 2018,Lasioglossum (Dialictus) gundlachii,20°02.06' N,75°81.86' W,3 oct 1915,Santiago de Cuba,Cuba
J.Gibb 2018,Lasioglossum (Dialictus) gundlachii,22°56.21' N,80°00.92' W,Jan. 1971,Villa Clara,Cuba
J.Gibb 2018,Lasioglossum (Dialictus) gundlachii,18°03.45' N,71°08.45' W,7 jun 2008,Barahona,Dominican Republic
J.Gibb 2018,Lasioglossum (Dialictus) gundlachii,18°20.78' N,71°09.72' W,29 Mar. 1978,Barahona,Dominican Republic
J.Gibb 2018,Lasioglossum (Dialictus) gundlachii,19°56.85' N,71°66.93' W,3 jun 1986,Dajabon,Dominican Republic
J.Gibb 2018,Lasioglossum (Dialictus) gundlachii,18°77.00' N,69°03.81' W,28 May 1985,El Seibo,Dominican Republic
J.Gibb 2018,Lasioglossum (Dialictus) gundlachii,19°50.22' N,70°49.36' W,30 Apr. 1935,Espaillat,Dominican Republic
J.Gibb 2018,Lasioglossum (Dialictus) gundlachii,18°85.14' N,69°32.56' W,24–26 Jun. 1915,Hato Mayor,Dominican Republic
J.Gibb 2018,Lasioglossum (Dialictus) gundlachii,18°56.99' N,68°57.67' W,5–7 May 1978,La Altagracia,Dominican Republic
J.Gibb 2018,Lasioglossum (Dialictus) gundlachii,18°53.44' N,68°56.73' W,8–10 Jun. 1976,La Altagracia,Dominican Republic
J.Gibb 2018,Lasioglossum (Dialictus) gundlachii,18°59.88' N,68°55.56' W,6 jun 1986,La Altagracia,Dominican Republic
J.Gibb 2018,Lasioglossum (Dialictus) gundlachii,18°42.85' N,68°97.07' W,11 jun 1976,La Romana,Dominican Republic
J.Gibb 2018,Lasioglossum (Dialictus) gundlachii,19°02.12′ N,70°31.08′ W,28 May 2003,La Vega,Dominican Republic
J.Gibb 2018,Lasioglossum (Dialictus) gundlachii,19°22.18' N,70°52.78' W,17 jul 1986,La Vega,Dominican Republic
J.Gibb 2018,Lasioglossum (Dialictus) gundlachii,19°22.63' N,70°53.46' W,31 May 1986,La Vega,Dominican Republic
J.Gibb 2018,Lasioglossum (Dialictus) gundlachii,18°52.14' N,69°80.18' W,11 jun 1976,Pedro Sanchez,Dominican Republic
J.Gibb 2018,Lasioglossum (Dialictus) gundlachii,18°03.82' N,71°74.57' W,26 jul 1985,Pedernales,Dominican Republic
J.Gibb 2018,Lasioglossum (Dialictus) gundlachii,18°34.15' N,70°34.81' W,8 Aug. 1980,Peravia,Dominican Republic
J.Gibb 2018,Lasioglossum (Dialictus) gundlachii,18°31.58' N,70°34.04' W,25 Mar. 1978,Peravia,Dominican Republic
J.Gibb 2018,Lasioglossum (Dialictus) gundlachii,19°79.37' N,70°70.91' W,22 jul 1986,Puerto Plata,Dominican Republic
J.Gibb 2018,Lasioglossum (Dialictus) gundlachii,19°78.96' N,70°68.10' W,30 Dec. 1984,Puerto Plata,Dominican Republic
J.Gibb 2018,Lasioglossum (Dialictus) gundlachii,19°78.62' N,70°69.48' W,28 Dec. 1984,Puerto Plata,Dominican Republic
J.Gibb 2018,Lasioglossum (Dialictus) gundlachii,19°79.37' N,70°69.55' W,25 Mar. 1985,Puerto Plata,Dominican Republic
J.Gibb 2018,Lasioglossum (Dialictus) gundlachii,18°41.27' N,70°11.20' W,16 jun 1986,San Cristobal,Dominican Republic
J.Gibb 2018,Lasioglossum (Dialictus) gundlachii,18°43.40' N,70°13.29' W,19 jun 1986,San Cristobal,Dominican Republic
J.Gibb 2018,Lasioglossum (Dialictus) gundlachii,18°45.47' N,69°31.40' W,16 jul 1917,San Pedro de Macoris,Dominican Republic
J.Gibb 2018,Lasioglossum (Dialictus) gundlachii,18°49.57' N,72°47.32' W,25 nov 1929,Ouest,Haiti
J.Gibb 2018,Lasioglossum (Dialictus) gundlachii,18°49.57' N,72°47.32' W,14 Dec. 1929,Ouest,Haiti
J.Gibb 2018,Lasioglossum (Dialictus) gundlachii,18°49.57' N,72°47.32' W,10 Aug. 1977,Ouest,Haiti
J.Gibb 2019,Lasioglossum (Dialictus) gundlachii,18°49.57' N,72°47.32' W,1925,Ouest,Haiti
J.Gibb 2020,Lasioglossum (Dialictus) gundlachii,18°23.25' N,73°82.05' W,1925,Sud,Haiti
J.Gibb 2018,Lasioglossum (Dialictus) gundlachii,18°16.11' N,66°72.06' W,8-13 Jun 1915,Adjuntas,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) gundlachii,18°14.05' N,66°26.50' W,1-3 Jun 1951,Aibonito,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) gundlachii,18°46.61' N,66°72.50' W,1–4 Mar. 1914,Arecibo,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) gundlachii,18°46.70' N,66°74.04' W,24–26 Jun. 1915,Arecibo,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) gundlachii,18°45.15' N,66°53.81' W,21 Feb 1933,Barceloneta,Puerto Rico
,Lasioglossum (Dialictus) gundlachii,18°44.62' N,66°54.00' W,15 nov 1932,Barceloneta,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) gundlachii,18°39.18' N,66°16.38' W,29 Apr 1934,Bayamon,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) gundlachii,18°11.26' N,66°16.61' W,5 nov 1992,Cayey,Puerto Rico
J.Gibb 2018,Lasioglossum (Dialictus) gundlachii,18°34.24' N,66°31.73' W,1 Jan 1920,Corozal,Puerto Rico
